"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"8594-10","1","8594-10","Cid. D'abril  - Pça. Ramos De Azevedo","3","",""
"8594-21","1","8594-21","Cid. Pirituba - Pça. Ramos De Azevedo","3","",""
"8594-41","1","8594-41","Cohab Pedra Verde - Pça. Ramos De Azevedo","3","",""
"8600-10","1","8600-10","Term. Pirituba - Lgo. Do Paissandú","3","",""
"8600-22","1","8600-22","Vl. Iório - Lgo. Do Paissandú","3","",""
"8605-10","1","8605-10","Term. Campo Limpo - Term. Bandeira","3","",""
"8610-10","1","8610-10","Jd. Paulo Vi - Term. Bandeira","3","",""
"8615-10","1","8615-10","Pq. Da Lapa - Term. Pq. D. Pedro Ii","3","",""
"8622-10","1","8622-10","Morro Doce - Pça. Ramos De Azevedo","3","",""
"8622-31","1","8622-31","Vl. Sulina - Pça. Ramos De Azevedo","3","",""
"8677-10","1","8677-10","Jd. Líbano - Pça. Da República","3","",""
"8686-10","1","8686-10","Mangalot - Lgo. Do Paissandú","3","",""
"8686-21","1","8686-21","Mangalot - Term. Lapa","3","",""
"8696-10","1","8696-10","Jaraguá - Pça. Ramos De Azevedo","3","",""
"8696-41","1","8696-41","Jaraguá - Pça. Ramos De Azevedo","3","",""
"8700-10","1","8700-10","Term. Campo Limpo - Pça. Ramos De Azevedo","3","",""
"8700-21","1","8700-21","Lgo. Do Taboão - Pça. Ramos De Azevedo","3","",""
"8700-22","1","8700-22","Hosp. Das Clínicas - Term. Campo Limpo","3","",""
"8700-23","1","8700-23","Pça. Ramos De Azevedo - Butantã","3","",""
"8705-10","1","8705-10","Shop. Continental - Anhangabaú","3","",""
"8705-51","1","8705-51","Pq. Continental - Anhangabaú","3","",""
"8707-10","1","8707-10","Rio Pequeno - Term. Princ. Isabel","3","",""
"8707-21","1","8707-21","Rio Pequeno - Butantã","3","",""
"874C-10","1","874C-10","Pq. Continental - Metrô - Trianon - Masp ","3","",""
"874T-10","1","874T-10","Ipiranga - Lapa","3","",""
"875A-10","1","875A-10","Aeroporto - Perdizes","3","",""
"875C-10","1","875C-10","Term. Lapa - Metrô Sta. Cruz","3","",""
"875H-10","1","875H-10","Term. Lapa - Metrô Vl. Mariana","3","",""
"875P-10","1","875P-10","Metrô Barra Funda - Metrô Ana Rosa","3","",""
"877T-10","1","877T-10","Vl. Anastácio - Metrô Paraíso","3","",""
"8809-10","1","8809-10","Perus - Ccpd Raul Tabajara","3","",""
"888P-10","1","888P-10","Perus - Cohab Taipas","3","",""
"9002-10","1","9002-10","Jd. Pery Alto - Term. Cachoeirinha","3","",""
"9004-10","1","9004-10","Jd. Elisa Maria - Term. Cachoeirinha","3","",""
"9005-10","1","9005-10","Jd. Princesa - Term. Cachoeirinha","3","",""
"9005-41","1","9005-41","Jd. Vista Alegre - Term. Cachoeirinha","3","",""
"9005-42","1","9005-42","Sítio Dos Francos - Term. Cachoeirinha","3","",""
"9006-10","1","9006-10","Vl. Penteado - Term. Cachoeirinha","3","",""
"9008-10","1","9008-10","Pq. De Taipas - Term. Cachoeirinha","3","",""
"9008-21","1","9008-21","Cohab Yadoia - Term. Cachoeirinha","3","",""
"9008-41","1","9008-41","Estância Jaraguá - Term. Cachoeirinha","3","",""
"9009-10","1","9009-10","Cohab Brasilândia - Term. Cachoeirinha","3","",""
"9011-10","1","9011-10","Cptm Jaraguá - Term. Cachoeirinha","3","",""
"9011-21","1","9011-21","Cptm Jaraguá - City Jaraguá","3","",""
"9012-10","1","9012-10","Itaberaba - Term. Lapa","3","",""
"9014-10","1","9014-10","Morro Grande - Term. Lapa","3","",""
"9014-42","1","9014-42","Jd. Iracema - Term. Lapa","3","",""
"9015-10","1","9015-10","Vl. Zatt - Term. Pirituba","3","",""
"9018-10","1","9018-10","Vl. Mirante - Term. Pirituba","3","",""
"9019-10","1","9019-10","Jd. Paulistano - Term. Pirituba","3","",""
"9020-10","1","9020-10","Vl. Mirante - Term. Pirituba","3","",""
"9023-10","1","9023-10","Pq. De Taipas - Term. Pirituba","3","",""
"9032-10","1","9032-10","Jd. Damasceno - Term. Cachoeirinha","3","",""
"9032-21","1","9032-21","Jd. Damasceno - Term. Cachoeirinha","3","",""
"9047-10","1","9047-10","Jd. Paulistano - Lapa","3","",""
"9050-10","1","9050-10","Term. Lapa - Itaim Bibi","3","",""
"9051-10","1","9051-10","Lapa - Term. Pinheiros","3","",""
"908T-10","1","908T-10","Term. Pq. D. Pedro Ii - Butantã","3","",""
"9090-10","1","9090-10","Pq. Tietê - Term. Casa Verde","3","",""
"909T-10","1","909T-10","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","",""
"9162-10","1","9162-10","Vl. Penteado - Term. Casa Verde","3","",""
"9166-10","1","9166-10","Jd. Sta. Cruz - Term. Cachoeirinha","3","",""
"917H-10","1","917H-10","Term. Pirituba - Metrô Vl. Mariana","3","",""
"917M-10","1","917M-10","Morro Grande - Metrô Ana Rosa","3","",""
"917M-31","1","917M-31","Morro Grande - Metrô Ana Rosa","3","",""
"9181-10","1","9181-10","Vl. Terezinha - Lapa","3","",""
"9188-10","1","9188-10","Capela Da Lagoa  - Lapa","3","",""
"9188-42","1","9188-42","Capela Da Lagoa - Lapa","3","",""
"9191-10","1","9191-10","Jd. Elisa Maria - Bom Retiro","3","",""
"9191-21","1","9191-21","Metrô Barra Funda - Bom Retiro","3","",""
"9300-10","1","9300-10","Term. Casa Verde - Term. Pq. D. Pedro Ii","3","",""
"9301-10","1","9301-10","Term. Casa Verde - Pça. Do Correio","3","",""
"930P-10","1","930P-10","Term. Pq. D. Pedro Ii - Term. Pinheiros","3","",""
"9354-10","1","9354-10","Term. Cachoeirinha - Pça. Do Correio","3","",""
"938C-10","1","938C-10","Cohab Taipas - Term. Princ. Isabel","3","",""
"938C-21","1","938C-21","Cohab Taipas - Term. Lapa","3","",""
"938L-10","1","938L-10","Term. Cachoeirinha - Lapa","3","",""
"938P-10","1","938P-10","Jd. Tereza - Metrô Barra Funda","3","",""
"938P-21","1","938P-21","Vl. Penteado - Metrô Barra Funda","3","",""
"938V-10","1","938V-10","Jd. Vista Alegre - Metrô Barra Funda","3","",""
"948A-10","1","948A-10","Vl. Zatt - Metrô Barra Funda","3","",""
"9500-10","1","9500-10","Term. Cachoeirinha - Pça. Do Correio","3","",""
"9501-10","1","9501-10","Term. Cachoeirinha - Lgo. Do Paissandú","3","",""
"957T-10","1","957T-10","Cohab Taipas - Itaim Bibi","3","",""
"958P-10","1","958P-10","Jd. Nardini - Itaim Bibi","3","",""
"9653-10","1","9653-10","Pedra Branca - Pça. Do Correio","3","",""
"967A-10","1","967A-10","Imirim - Pinheiros","3","",""
"9701-10","1","9701-10","Hosp. Cachoeirinha - Metrô Santana","3","",""
"9717-10","1","9717-10","Jd. Almanara - Metrô Santana","3","",""
"971A-10","1","971A-10","Jd. Primavera - Shop. D","3","",""
"971C-10","1","971C-10","Cohab Brasilândia - Metrô Santana","3","",""
"971D-10","1","971D-10","Jd. Damasceno - Shop. Center Norte","3","",""
"971M-10","1","971M-10","Vl. Penteado - Metrô Santana","3","",""
"971R-10","1","971R-10","Cptm Jaraguá - Metrô Santana","3","",""
"971R-21","1","971R-21","Jd. Damasceno - Metrô Santana","3","",""
"971R-42","1","971R-42","Cdhu Voith - Metrô Santana","3","",""
"971R-51","1","971R-51","Chica Luisa - Metrô Santana","3","",""
"971T-10","1","971T-10","Vl. Sta. Maria - Metrô Santana","3","",""
"971V-10","1","971V-10","Jd. Vista Alegre - Shop. Center Norte","3","",""
"971X-10","1","971X-10","Term. Cachoeirinha - Metrô Santana","3","",""
"975A-10","1","975A-10","Vl. Brasilândia - Metrô Ana Rosa","3","",""
"9784-10","1","9784-10","Jd. Dos Francos - Metrô Barra Funda","3","",""
"9785-10","1","9785-10","Vl. Terezinha - Metrô Barra Funda","3","",""
"9785-51","1","9785-51","Jd. Carombé - Term. Cachoeirinha","3","",""
"9789-10","1","9789-10","Jd. Paulistano - Metrô Barra Funda","3","",""
"978A-10","1","978A-10","Term. Cachoeirinha - Metrô Barra Funda","3","",""
"978J-10","1","978J-10","Voith - Term. Princ. Isabel","3","",""
"978L-10","1","978L-10","Term. Cachoeirinha - Term. Princ. Isabel","3","",""
"978T-10","1","978T-10","Jd. Guarani - Metrô Barra Funda","3","",""
"CPTM L07","1","CPTM L07","JUNDIAI - LUZ","2","CA016B",""
"CPTM L08","1","CPTM L08","AMADOR BUENO - JULIO PRESTES","2","97A098",""
"CPTM L09","1","CPTM L09","GRAJAU - OSASCO","2","01A9A7",""
"CPTM L10","1","CPTM L10","RIO GRANDE DA SERRA - BRÁS","2","049FC3",""
"CPTM L11","1","CPTM L11","ESTUDANTES - LUZ","2","F68368",""
"CPTM L12","1","CPTM L12","CALMON VIANA - BRAS","2","133C8D","FFFFFF"
"CT01-1","1","CT01-1","Circular - Turismo","3","",""
"METRÔ 15","1","METRÔ 15","ORATÓRIO - VILA PRUDENTE","1","C0C0C0",""
"METRÔ L1","1","METRÔ L1","TUCURUVI - JABAQUARA","1","0455A1","FFFFFF"
"METRÔ L2","1","METRÔ L2","VILA MADALENA - VILA PRUDENTE","1","007E5E","FFFFFF"
"METRÔ L3","1","METRÔ L3","CORINTHIANS - ITAQUERA - PALMEIRAS - BARRA FUNDA","1","EE372F",""
"METRÔ L4","1","METRÔ L4","BUTANTA - LUZ","1","FFFF00",""
"METRÔ L5","1","METRÔ L5","CAPAO REDONDO - LARGO 13","1","9B3894","FFFFFF"
"N101-11","1","N101-11","Term. Lapa - Term. Pq. D. Pedro Ii","3","",""
"N102-11","1","N102-11","Term. Lapa - Term. Pq. D. Pedro Ii","3","",""
"N103-11","1","N103-11","Term. Pirituba - Term. Lapa","3","",""
"N104-11","1","N104-11","Term. Pirituba - Term. Lapa","3","",""
"N105-11","1","N105-11","Term. Cachoeirinha - Term. Lapa","3","",""
"N106-11","1","N106-11","Term. Pq. D. Pedro Ii - Metrô Barra Funda","3","",""
"N131-11","1","N131-11","Term. Lapa - Vl. Piauí","3","",""
"N132-11","1","N132-11","Term. Pirituba - Pq. São Domingos","3","",""
"N133-11","1","N133-11","Term. Pirituba - Cid. D’abril 3ª Gleba","3","",""
"N134-11","1","N134-11","Term. Cachoeirinha - Taipas","3","",""
"N135-11","1","N135-11","Term. Pirituba - Jd. Donária","3","",""
"N136-11","1","N136-11","Term. Lapa - Morro Doce","3","",""
"N137-11","1","N137-11","Term. Pirituba - Perus","3","",""
"N138-11","1","N138-11","Term. Cachoeirinha - Jd. Princesa","3","",""
"N139-11","1","N139-11","Term. Pirituba - Jd. Paulistano","3","",""
"N140-11","1","N140-11","Term. Pirituba - Vl. Mirante","3","",""
"N141-11","1","N141-11","Term. Cachoeirinha - Jd. Carombé","3","",""
"N142-11","1","N142-11","Term. Pirituba - Term. Casa Verde","3","",""
"N143-11","1","N143-11","Metrô Barra Funda - Morro Grande","3","",""
"N201-11","1","N201-11","Metrô Tucuruvi - Term. Pq. D. Pedro Ii","3","",""
"N202-11","1","N202-11","Metrô Santana - Term. Pinheiros","3","",""
"N203-11","1","N203-11","Metrô Tucuruvi - Term. Pq. D. Pedro Ii","3","",""
"N204-11","1","N204-11","Metrô Tucuruvi - Term. Pq. D. Pedro Ii","3","",""
"N205-11","1","N205-11","Term. Cachoeirinha - Term. Pinheiros","3","",""
"N206-11","1","N206-11","Metrô Santana - Metrô Vl. Madalena","3","",""
"N207-11","1","N207-11","Term. Casa Verde - Term. Pq. D. Pedro Ii","3","",""
"N209-11","1","N209-11","Term. Cachoeirinha - Metrô Santana","3","",""
"N231-11","1","N231-11","Term. Cachoeirinha - Pedra Branca","3","",""
"N232-11","1","N232-11","Metrô Tucuruvi - Pq. Novo Mundo","3","",""
"N233-11","1","N233-11","Metrô Santana - Vl. Sabrina","3","",""
"N234-11","1","N234-11","Metrô Tucuruvi - Lgo. Do Pery","3","",""
"N235-11","1","N235-11","Metrô Santana - Pedra Branca","3","",""
"N236-11","1","N236-11","Metrô Santana - Jd. Antártica","3","",""
"N237-11","1","N237-11","Metrô Tucuruvi - Edú Chaves","3","",""
"N238-11","1","N238-11","Metrô Santana - Cem. Pq. Dos Pinheiros","3","",""
"N239-11","1","N239-11","Metrô Tucuruvi - Vl. Nova Galvão","3","",""
"N240-11","1","N240-11","Metrô Santana    - Cachoeira","3","",""
"N241-11","1","N241-11","Metrô Santana - Vl. Albertina","3","",""
"N242-11","1","N242-11","Metrô Santana    - Jd. Campo Limpo","3","",""
"N243-11","1","N243-11","Metrô Santana - Jd. Brasil","3","",""
"N244-11","1","N244-11","Metrô Tucuruvi - Jd. Flôr De Maio","3","",""
"N245-11","1","N245-11","Metrô Santana - Jd. Pery Alto","3","",""
"N301-11","1","N301-11","Term. A. E. Carvalho - Term. Pq. D. Pedro Ii","3","",""
"N302-11","1","N302-11","Term. A. E. Carvalho - Term. Pq. D. Pedro Ii","3","",""
"N303-11","1","N303-11","Term. A. E. Carvalho - Term. Aricanduva","3","",""
"N304-11","1","N304-11","Term. São Miguel - Term. Aricanduva","3","",""
"N305-11","1","N305-11","Term. São Miguel - Cptm Guaianazes","3","",""
"N306-11","1","N306-11","Term. São Miguel - Metrô Itaquera","3","",""
"N307-11","1","N307-11","Term. Pq. D. Pedro Ii - Term. Pinheiros","3","",""
"N308-11","1","N308-11","Metrô Itaquera - Term. Pq. D. Pedro Ii","3","",""
"N331-11","1","N331-11","Term. A. E. Carvalho - Oliveirinha","3","",""
"N332-11","1","N332-11","Term. A. E. Carvalho - Vl. Cisper (cptm Usp)","3","",""
"N333-11","1","N333-11","Term. São Miguel - Cid. Kemel","3","",""
"N334-11","1","N334-11","Term. A. E. Carvalho - Cptm Guaianazes","3","",""
"N335-11","1","N335-11","Term. Penha - Ermelino Matarazzo","3","",""
"N336-11","1","N336-11","Term. São Miguel - Jd. Camargo Velho","3","",""
"N337-11","1","N337-11","Term. São Miguel - Jd. Camargo Velho","3","",""
"N339-11","1","N339-11","Metrô Itaquera - Artur Alvim","3","",""
"N340-11","1","N340-11","Metrô Itaquera - Jd. Sto. Antônio","3","",""
"N341-11","1","N341-11","Term. São Miguel - Vl. Cisper (cptm Usp)","3","",""
"N342-11","1","N342-11","Term. Penha     - Jd. Danfer","3","",""
"N343-11","1","N343-11","Term. A. E. Carvalho - Metrô Itaquera","3","",""
"N344-11","1","N344-11","Term. Penha - Vl. Cisper","3","",""
"N401-11","1","N401-11","Term. Vl. Carrão - Term. Pq. D. Pedro Ii","3","",""
"N402-11","1","N402-11","Metrô Itaquera - Term. Vl. Carrão","3","",""
"N403-11","1","N403-11","Term. Cid. Tiradentes - Metrô Itaquera","3","",""
"N404-11","1","N404-11","Term. São Mateus - Term. Penha","3","",""
"N405-11","1","N405-11","Term. Vl. Carrão - Metrô Itaquera","3","",""
"N406-11","1","N406-11","Term. Cid. Tiradentes - Term. São Mateus","3","",""
"N407-11","1","N407-11","Term. Vl. Carrão - Metrô Belém","3","",""
"N431-11","1","N431-11","Term. São Mateus - Jd. Da Conquista","3","",""
"N432-11","1","N432-11","Term. São Mateus - Jd. Sto. André","3","",""
"N433-11","1","N433-11","Term. Vl. Carrão - Metrô Belém","3","",""
"N434-11","1","N434-11","Term. Vl. Carrão - Jd. Iv Centenário","3","",""
"N435-11","1","N435-11","Term. Cid. Tiradentes - Metalúrgicos","3","",""
"N436-11","1","N436-11","Term. Cid. Tiradentes - Barro Branco","3","",""
"N437-11","1","N437-11","Cptm Guaianazes - Term. Cid. Tiradentes","3","",""
"N438-11","1","N438-11","Metrô Itaquera - Hosp. Sta. Marcelina","3","",""
"N439-11","1","N439-11","Metrô Itaquera - Cohab Fazenda Do Carmo","3","",""
"N440-11","1","N440-11","Term. Vl. Carrão - Savoy/dalila","3","",""
"N441-11","1","N441-11","Term. Cid. Tiradentes - Vl. Yolanda","3","",""
"N501-11","1","N501-11","Term. São Mateus - Term. Pq. D. Pedro Ii","3","",""
"N502-11","1","N502-11","Term. Sacomã - Term. Pq. D. Pedro Ii","3","",""
"N503-11","1","N503-11","Term. São Mateus - Term. Pq. D. Pedro Ii","3","",""
"N504-11","1","N504-11","Term. Sacomã - Term. Pq. D. Pedro Ii","3","",""
"N505-11","1","N505-11","Term. Sacomã - Term. Pinheiros","3","",""
"N506-11","1","N506-11","Term. Sacomã - Metrô Vl. Madalena","3","",""
"N507-11","1","N507-11","Term. Sacomã - Metrô Santana","3","",""
"N508-11","1","N508-11","Term. Sacomã - Term. Pq. D. Pedro Ii","3","",""
"N531-11","1","N531-11","Term. Sapopemba - Term. Sacomã","3","",""
"N532-11","1","N532-11","Term. Sapopemba - Hosp. São Mateus","3","",""
"N533-11","1","N533-11","Term. Sacomã - Jd. Planalto","3","",""
"N534-11","1","N534-11","Term. Sacomã - Vl. Arapuá","3","",""
"N535-11","1","N535-11","Term. Sacomã - Jd. Celeste","3","",""
"N536-11","1","N536-11","Term. Sacomã - Jd. Itápolis","3","",""
"N537-11","1","N537-11","Metrô Vl. Mariana - Vl. Prudente","3","",""
"N538-11","1","N538-11","Term. Sacomã - Jd. Celeste","3","",""
"N539-11","1","N539-11","Term. Sacomã - Hosp. Heliópolis","3","",""
"N540-11","1","N540-11","Term. Sapopemba - Jd. São Roberto","3","",""
"N601-11","1","N601-11","Term. Grajaú - Term. Pq. D. Pedro Ii","3","",""
"N602-11","1","N602-11","Term. Grajaú - Term. Sto. Amaro","3","",""
"N603-11","1","N603-11","Metrô Jabaquara - Term. Pinheiros","3","",""
"N604-11","1","N604-11","Metrô Jabaquara - Term. Pq. D. Pedro Ii","3","",""
"N631-11","1","N631-11","Term. Grajaú - Term. Sto. Amaro","3","",""
"N632-11","1","N632-11","Term. Grajaú - Term. Sto. Amaro","3","",""
"N633-11","1","N633-11","Metrô Jabaquara - Morumbi Shop.","3","",""
"N634-11","1","N634-11","Term. Sto. Amaro - Jd. Luso","3","",""
"N635-11","1","N635-11","Term. Grajaú - Jd. Gaivotas","3","",""
"N636-11","1","N636-11","Term. Grajaú - Jd. Noronha","3","",""
"N637-11","1","N637-11","Metrô Jabaquara - Vl. Missionária","3","",""
"N638-11","1","N638-11","Term. Grajaú - Unisa","3","",""
"N639-11","1","N639-11","Term. Grajaú - Vargem Grande","3","",""
"N640-11","1","N640-11","Term. Sto. Amaro - Eldorado","3","",""
"N701-11","1","N701-11","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","",""
"N702-11","1","N702-11","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","",""
"N703-11","1","N703-11","Term. Jd. âNgela - Term. Sto. Amaro","3","",""
"N704-11","1","N704-11","Term. Capelinha - Term. Sto. Amaro","3","",""
"N705-11","1","N705-11","Term. Sto. Amaro - Term. Pinheiros","3","",""
"N706-11","1","N706-11","Term. Campo Limpo - Term. Pinheiros","3","",""
"N731-11","1","N731-11","Term. Capelinha - Term. Sto. Amaro","3","",""
"N732-11","1","N732-11","Term. Jd. âNgela - Term. Jd. Jacira","3","",""
"N733-11","1","N733-11","Term. Jd. âNgela - Vl. Gilda","3","",""
"N734-11","1","N734-11","Term. Capelinha - Valo Velho","3","",""
"N735-11","1","N735-11","Term. Capelinha - Jd. Guarujá","3","",""
"N736-11","1","N736-11","Term. Jd. âNgela - Jd. Horizonte Azul","3","",""
"N737-11","1","N737-11","Term. Jd. âNgela - Pq. Do Lago","3","",""
"N738-11","1","N738-11","Term. Guarapiranga - Pq. Do Lago","3","",""
"N739-11","1","N739-11","Term. Capelinha - Jd. Universal","3","",""
"N740-11","1","N740-11","Term. Jd. âNgela - Jd. Riviera","3","",""
"N741-11","1","N741-11","Term. Capelinha - Valo Velho","3","",""
"N742-11","1","N742-11","Term. João Dias - Term. Pinheiros","3","",""
"N743-11","1","N743-11","Term. João Dias - Jd. Planalto","3","",""
"N744-11","1","N744-11","Term. João Dias - Jd. Vaz De Lima","3","",""
"N745-11","1","N745-11","Term. Capelinha - Term. Campo Limpo","3","",""
"N746-11","1","N746-11","Term. Campo Limpo - Jd. Irene","3","",""
"N801-11","1","N801-11","Metrô Butantã - Term. Pq. D. Pedro Ii","3","",""
"N802-11","1","N802-11","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","",""
"N831-11","1","N831-11","Term. Lapa - Pq. Da Lapa","3","",""
"N832-11","1","N832-11","Term. Lapa - Pq. Continental","3","",""
"N833-11","1","N833-11","Term. Pinheiros - Ceasa","3","",""
"N834-11","1","N834-11","Term. Lapa - Term. Pinheiros","3","",""
"N835-11","1","N835-11","Term. Pinheiros - Jd. João Xxiii","3","",""
"N836-11","1","N836-11","Term. Pinheiros - Pq. Continental","3","",""
"N837-11","1","N837-11","Term. João Dias - Cdhu Butantã","3","",""
"N838-11","1","N838-11","Metrô Vl. Madalena - Cptm Leopoldina","3","",""
"N839-11","1","N839-11","Metrô Butantã - Metrô Vl. Mariana","3","",""
"N840-11","1","N840-11","Term. Vl. Mariana - Sta. Cecília","3","",""
"N841-11","1","N841-11","Term. Vl. Mariana - Sta. Cecília","3","",""
"N842-11","1","N842-11","Term. Pinheiros - Cohab Raposo Tavares","3","",""
"N843-11","1","N843-11","Term. Capelinha - Pq. Arariba","3","",""
